Sample 6,,
Wavelength (nm),Intensity (a.u.),
430,0.495554775,
431.0400085,0.1960939169,
431.9400024,0.1574807316,
432.980011,0.152835384,
434.019989,0.1536202133,
435.0700073,0.1695973277,
435.9700012,0.1699995995,
437.0100098,0.2041381299,
438.0499878,0.2002447546,
438.9500122,0.2213262767,
440,0.2225716114,
441.0599976,0.2398497909,
441.9599915,0.2536751032,
443.0299988,0.2290357798,
443.9299927,0.2007885426,
445,0.1660070419,
446.0599976,0.1708960831,
446.9599915,0.1536261439,
448.0299988,0.145385623,
448.9299927,0.1404735744,
450,0.152484417,
451.0599976,0.132408753,
451.9599915,0.1430066228,
453.0299988,0.1323845834,
453.9299927,0.1053004488,
455,0.108681187,
456.0599976,0.0901620388,
456.9599915,0.06518238783,
458.0299988,0.05257123709,
458.9299927,0.07005216181,
460,0.06204160303,
461.0400085,0.06881514192,
461.9400024,0.0493989028,
462.980011,0.03826604784,
464.019989,0.04145080224,
465.0700073,0.0571401529,
465.9700012,0.04405480251,
467.0100098,0.06340865791,
468.0499878,0.04589761794,
468.9500122,0.05962097645,
470,0.0669631809,
471.0400085,0.06018416211,
471.9400024,0.06819015741,
472.980011,0.08658270538,
474.019989,0.08949413896,
475.0700073,0.07310711592,
475.9700012,0.1132099777,
477.0100098,0.1362802833,
478.0499878,0.1533277035,
478.9500122,0.1986011267,
480,0.2439479679,
481.0400085,0.2869473994,
481.9400024,0.3170851469,
482.980011,0.3571364582,
484.019989,0.36016047,
485.0700073,0.3277318776,
485.9700012,0.3057183325,
487.0100098,0.2559339404,
488.0499878,0.1790784001,
488.9500122,0.1369066834,
490,0.0929626599,
491.0400085,0.08043041825,
491.9400024,0.08171258867,
492.980011,0.05313362181,
494.019989,0.05433700979,
495.0700073,0.03979048133,
495.9700012,0.04198592156,
497.0100098,0.04244620726,
498.0499878,0.04302909225,
498.9500122,0.02936184965,
500,0.02915517427,
501.0400085,0.02145781741,
501.9400024,0.03018234111,
502.980011,0.03305961192,
504.019989,0.04004251212,
